,name,id,content,retweets
268,La Fusée Ariane,‏@Ariane56,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … C’est si beau la démocratie socialiste !",0
269,Gilbert Enaud,@gilbertenaud,"#Normal1er  #lahontedelafrance , Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
270,Cyberinfos-Tahitinui,‏@Cyberinfos987,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
271,sandtrooper,‏@sandtrooper7,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ … #hollande & la censure",0
272,Pascale_L,‏@P4scal_L,"Et #Hidalgo remplace bientôt #Aubry ? #Hollande, #Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
273,emilie amendola,@AmendolaEmilie,"Pourquoi personne n'en parle??? Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",5
274,LETALK,‏@RPR20,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
275,La_gauche_m'a_tuer,@La_gauche_ma_tu,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",1
276,Frouteman,‏@Frouteman,@Anne_Hidalgo pourquoi censurer#Twitter?peur de la liberté d'expression?#Hollande #Hidalgo enfant caché et censure http://tinyurl.com/93nu6x2,6
277,Antoine,‏@hanpin18,Quelle est le problème des socialistes et de la gauche française avec la liberté d’expression ?: http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …,1
278,Paydrets,‏@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …  retour de la censure socialiste",2
279,Paydrets,@paidrets,"Hollande, Hidalgo, enfant caché et censure de Twitter | http://24heuresactu.com  http://24heuresactu.com/2012/08/21/hollande-hidalgo-fils-cache-et-censure-de-twitter/ …",0
280,Jacques D.,‏@frenchvrp,"Hollande, Hidalgo, enfant caché et censure de Twitter http://tinyurl.com/9d54tlo",0
281,Tiburce Angeli,@LHomoPolitis,"Hollande, Hidalgo, enfant caché et censure de Twitter http://bit.ly/PRisYh",0
282,24heuresactu.com,@24heuresactu,"Hollande, Hidalgo, enfant caché et censure de Twitter http://tinyurl.com/93nu6x2",2
283,Pierre Rouarch,‏@prouarch,"Hollande, Hidalgo, enfant caché et censure de Twitter - http://24heuresactu.com : Hollande, Hidalgo, enfant caché et ... http://bit.ly/SMzl3g",0
284,blancard josette,@blancard1,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-",
285,Ronan Loas,@RonanLoas,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",0
286,Asso. Angola Loire,‏@aalloire,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreu",
287,Yann I.,‏@Naakos,Un article *vraiment* intéressant sur les rumeurs paru dans @atlantico_fr (http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …). À lire d'urgence ! #Rumeur #FH #,
288,Yann I.,‏@Naakos,@Dreuz_1fo @DebbieGoudy1 Un article *vraiment* intéressant sur les rumeurs paru dans @atlantico_fr (http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …). À lire ,
289,ALONZEAU,‏@ALONZEAU972,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-44377",
290,Julien VENTRELLA,‏@JulienVENTRELLA,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-v",
291,Adrenaline ♈,@adrenaline1001,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html",
292,Lauriston Yrvin,@Yrvin02,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443",
293,Ludovic ROLAND,‏@rludo2,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://bit.ly/MNplVU",0
294,OLIVIER23BZH,@22OLIVIER23,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-44",
295,GILLES POILVERT,‏@GPoil,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4437",
296,Milcent Henri Karl,‏@MilcentHenriKar,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet -http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-44",
297,Geneviève Rostaing,@3Genevieve,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigre",
298,jean-bernard,@vitrolles13127,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux",
299,POITEVINEAU Serge,@sergepoite,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreu",
300,Cheikha Sophia,@SophiaIfigha,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux",
301,OLIVIER23BZH,@22OLIVIER23,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-44",
302,Marc Herstalle,@herstalle,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet... http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html",
303,Pfff,‏@sanprazett,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.htm",
304,INGRID,‏@DETT67,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html ",
305,Patrick Laredo X-PM,‏@lanhedu,Tout est faux... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
306,NOUR BENKOUMAR,@BENKOUMARN,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4",
307,Jean Le Sot,‏@JeanLeSot,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4437",
308,BONELLI PATRICK,@BONELLIPATRICKK,AMOURS  CACHÉS http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
309,BONELLI PATRICK,@BONELLIPATRICKK,MÉLI  MÉLO  SOCIALOS BOBOS http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
310,Jhon Winner,‏@yapakemoi,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4437",
311,GDB,@EckertRobert,"Fils caché, compagne non divorcée..Ces rumeurs sur François Hollande qui prolifèrent sur Internet - http://tinyurl.com/9j4jmzm  -Et si c'était vrai!",1
312,roger morzini,@RMorzini,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande .. | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html … C un homme norma",
313,roger morzini,‏@RMorzini,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443",
314,Lasfargues,@jplasfargues,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443",
315,Ofer_Ohayon,@Ofer_Ohayon,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",0
316,Jean-Charles Lefèvre,‏@JeanJcl60,#Hollande francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee.... #LeRidiculeCestMaintenant,0
317,Laufra François,‏@laufra2330,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux",
318,Anti-Escrosi,‏@AKNIN2,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772",
319,hipogriffe,‏@Hipogriffe,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://goo.gl/68cIM",0
320,LeeLeebellule,‏@leeleebellule,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreu",
321,CASTEX JOCELYNE,@castex_emile,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreu",
322,Jennifer Sanchis,@Jenny_Sanchis,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigr",
323,Amaury Brelet,‏@AmauryBrelet,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux",
324,AGDB,‏@AlGeDaBo,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://goo.gl/68cIM",0
325,Laure Pierre,‏@LAUREPIERRE,"“Fils caché, compagne non divorcée...Ces rumeurs sur F.Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.h",
326,Michel Vasselon,@mvssln,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",
327,Neslian Ozveren,‏@NesOzveren,"RT “@msorry_a: Petit topo sur la rumeur en politique avec le cas #Hollande http://goo.gl/68cIM ” Philippe Aldrin était mon prof, excellent!",0
328,Mary,‏@Mary6065,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",2
329,Sergio,@Sergio06300,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.h",
330,BONELLI PATRICK,‏@BONELLIPATRICKK,@nana75019 http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
331,BONELLI PATRICK,@BONELLIPATRICKK,MÉLI MÉLO SOCIALO http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
332,Mickael Soria,@msorry_a,"Petit topo sur la rumeur en politique avec le cas ""François #Hollande"" #Décryptage http://goo.gl/68cIM",1
333,colinette06,@chabada06,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-44377",
334,Olivia Nloga,@O_Nesque,"Fils caché, compagne non divorcée... Ces rumeurs sur François #Hollande qui prolifèrent sur Internet http://ow.ly/cOFOS",0
335,Dominique LUNEL,‏@DominiqueLUNEL,"À lire  Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://goo.gl/68cIM",3
336,Anne-Cécile,‏@AnnCcile,"Rumeur fausse pour Atlantico, article d'une sublime nullité... //Fils caché: #Hollande victime des rumeurs | Atlantico http://bit.ly/N3nxwG",2
337,Jean-Louis TRCT,‏@GianluigiTRCT,"Plus les nanas de Floppy  @fhaollande gesticulent,plus il prend l'eau! http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",0
338,JC',‏@jc_roux,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",
339,Gertiane,‏@OudonCh,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.ht",
340,Marie,@mclbp,"Ah, la rumeur, elle court, elle court, passe de bouche en oreille... http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …",0
341,BONELLI PATRICK,@BONELLIPATRICKK,MÉLI MÉLO  SOCIALOS http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
342,Morpheus Neo,‏@morpheus_neo,Hollande pere la rigueur...!http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
343,Sousoon,‏@sousoon,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.htm",
344,EpicurienneDeDroite,‏@alicenelly,http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,0
345,Calcنlette,‏@LaMutine,Lire les 3 pages + commentaires! -) Ces rumeurs sur #FH qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html …,2
346,BONELLI PATRICK,‏@BONELLIPATRICKK,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vi",
347,AS,‏@smail000000,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html",
348,Atlantico,‏@atlantico_fr,"Fils caché, compagne non divorcée... Pourquoi ces rumeurs sur @FHollande prolifèrent sur Internet ? | http://ow.ly/cOFOS",3
349,Absolutely,‏@AfterEight13,"Fils caché, compagne non divorcée... Ces #rumeurs sur #Hollande qui prolifèrent sur Internet  http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html … #PS",0
350,Gérard MARCHETTI,@GMlePRESQUILIEN,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet http://goo.gl/68cIM",0
351,Pierre Dumazeau,‏@PierreDumazeau,"Fils caché, compagne non divorcée... Analyse des rumeurs qui prolifèrent sur le chef de l’État | http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.htm",
352,LaVieEnBleuCiel,‏@BleuBlancRouge8,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vi",
353,Jean de Robien,@JeandeRobien,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux",
354,Adrenaline ♈,@adrenaline1001,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet !Vrai ou faux ?http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigr",
355,idées et rêves,‏@idees_reves,"Fils caché, compagne non divorcée... Ces rumeurs sur François #Hollande qui prolifèrent sur Internet http://dlvr.it/1yxvwT",0
356,emilie amendola,@AmendolaEmilie,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigr",
357,mariepaule,@marieligj,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772",
358,Charles Rassaert,@CharlesRassaert,"Fils caché, compagne non divorcée... Ces rumeurs sur François #Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-v",
359,R.Guyard,‏@RomainGuyard,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-4437",
360,Laure Pierre,@LAUREPIERRE,"“@DebbieGoudy1: Fils caché, compagne non divorcée...Ces rumeurs sur F.Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vi",
361,D@m'S,‏@CDAMS76,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.html ",
362,Séverine,‏@Aspiru,"Fils caché, compagne non divorcée... Ces rumeurs sur François ... - Atlantico.fr http://ow.ly/1lSrAz",0
363,Paydrets,@paidrets,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigreux-443772.ht",
364,Fauchet Sylvie,‏@FauchetSylvie,"Fils caché, compagne non divorcée... Ces rumeurs sur François Hollande qui prolifèrent sur Internet | Atlantico http://www.atlantico.fr/decryptage/francois-hollande-rumeurs-internet-fils-cache-anne-hidalgo-compagne-non-divorcee-philippe-aldrin-jean-vigre",
365,MEHDI SALIM AIFA,@medi_la_fofolle,"Fils caché, compagne non divorcée... Ces rumeurs sur François ... - Atlantico.fr: Fils caché, compagne non divor... http://bit.ly/QE9c99",0
366,Darky Blue,@DarkBlueShell,On me souffle dans l'oreillette que Michel #Hidalgo aurait un fils caché en #hollande,0
367,Julien DUFOUR,@Dufour92100,#Hidalgo veut faire supprimer les tweets parlant de don fils avec #Hollande? Mais je suis 100% pour. Il ne faut pas RT cette rumeur!,0
368,ThibaultDenisduPeage,‏@TDenisduPeage,"Le peuple fait la fête a Montparnasse, a Paris avec Delanoe, Hidalgo, Huchon, le fils Hollande ... Du pain et des jeux, vive le peuple !",0
369,Anna Maria Augustine,@ParisBerlinLDN,"""Enfin, Normale"" but it's not is it.... Et le fils caché que Hollande a eu avec Anne Hidalgo, la République exemplaire c'est lebal des faux…",0
